date,open,high,low,close,volume
2013-02-15,139.50430647482875,139.86462716302916,138.75229212075288,139.1126128089533,939940
2013-02-18,139.20452462855948,144.0934612623043,137.71869559775982,142.60763223150462,1390134
2013-02-19,142.69798600903425,145.18745831124892,141.2722847413918,143.76175704360645,2983321
2013-02-20,143.93906927578846,145.09898145657795,143.79376518405428,144.95367736484377,4411875
2013-02-21,144.98456580700383,145.64196500224892,143.4481697238989,144.105568919144,4735905
2013-02-22,144.178996228597,144.39586303268078,141.1091286728056,141.3259954768894,2020310
2013-02-25,141.34853388846028,142.17020833010292,140.83110151117097,141.65277595281364,582899
2013-02-26,141.78261763199018,141.9936370229337,141.6697414425308,141.88076083347434,2176230
2013-02-27,141.82106280547484,142.1328766892325,139.53655660836756,139.8483704921252,4240899
2013-02-28,139.92335838595014,140.77618137797464,137.89527547807876,138.74809847010326,1764965
2013-03-01,138.66791954014542,138.90600285987972,138.43171060156692,138.66979392130122,3944430
2013-03-04,138.7665241597314,139.91612801782435,135.99810394507705,137.14770780317,3712412
2013-03-05,137.10844435819152,137.2716993920713,136.86392006791715,137.02717510179693,2467705
2013-03-06,136.936852359979,138.30670054790974,135.85558358553743,137.22543177346816,2960762
2013-03-07,137.130996654574,137.5524679525357,136.9037644220573,137.32523572001898,4330341
2013-03-08,137.52590356150787,139.29629593264343,134.7640073985078,136.53439976964336,3799197
2013-03-11,136.3203208943097,139.0121597846877,134.86009856045615,137.55193745083415,1885361
2013-03-12,137.34659998576208,139.65953718673052,136.75959009407185,139.0725272950403,3211153
2013-03-13,139.15971241880214,141.17439483004478,137.63622020770933,139.65090261895196,758538
2013-03-14,139.51038440861694,140.64108215357624,137.1972077045577,138.327905449517,879796
2013-03-15,138.26199903492508,139.96596784083164,137.8856495498589,139.58961835576545,4937327
2013-03-18,139.5192907866173,140.2117794919209,138.10133374808163,138.79382245338525,3355137
2013-03-19,139.1087901200434,140.3837349479972,139.0329796202662,140.30792444821998,726359
2013-03-20,140.21205162952592,141.85651997997078,136.9120086490857,138.55647699953056,1218332
2013-03-21,138.45500535625385,140.82707740962326,137.75527418065485,140.12734623402426,1115707
2013-03-22,140.0713901512316,140.40565656274848,139.80138100843163,140.1356474199485,1363979
2013-03-25,140.16674627002746,141.65747357716586,136.60206634811266,138.09279365525106,4368141
2013-03-26,138.1606473665083,138.8897581829741,136.8857725036662,137.614883320132,3010021
2013-03-27,137.41121036874344,142.46351400953802,132.6932695070656,137.74557314786017,4285867
2013-03-28,137.80597866180491,140.69073580888036,135.35392981046533,138.23868695754078,2853321
2013-03-29,138.5077265181285,138.8797268136764,136.28792589126752,136.65992618681543,1701853
2013-04-01,136.41475629773058,136.44595234686653,134.86520344371547,134.89639949285143,2020056
2013-04-02,134.9732455578158,135.35242343307937,134.88125967951348,135.26043755477704,2211340
2013-04-03,135.3636942673752,138.4649434122776,131.44407054510535,134.54531969000774,3504645
2013-04-04,134.56534184474103,135.19927537540315,134.33264198306432,134.96657551372644,4055790
2013-04-05,134.9393731482934,137.07713644717558,134.1054188838846,136.24318218276676,1836047
2013-04-08,135.92153263742895,137.1191436346253,132.41650910019933,133.61412009739567,1745318
2013-04-09,133.77369605926873,135.73408546769295,132.10244482930545,134.06283423772967,919846
2013-04-10,134.01859347023486,138.89193565981043,131.2150158000336,136.08835798960916,2669811
2013-04-11,136.0595360289908,136.08129419811158,135.62227399168836,135.64403216080913,1988766
2013-04-12,135.80977040578793,136.54379267103008,133.63692905886106,134.3709513241032,3981531
2013-04-15,134.05571097739318,136.17086788726485,133.51492510540507,135.63008201527674,2291767
2013-04-16,135.62007082730307,138.3888188191256,133.31528068627003,136.08402867809255,2426223
2013-04-17,136.1643787003643,139.26607398660656,134.49448281918706,137.59617810542932,2906251
2013-04-18,137.69448311974185,138.66025735292388,136.1026929151374,137.06846714831943,4272378
2013-04-19,137.1512155674305,137.63536409859518,134.20893594568184,134.6930844768465,1527075
2013-04-22,134.96709038299895,135.10204012330325,134.42080045245484,134.55575019275915,3190098
2013-04-23,134.59325869165835,138.16783058167584,130.3033929561061,133.8779648461236,4021595
2013-04-24,134.0137110089277,137.37420338774194,131.80941506596506,135.1699074447793,4443025
2013-04-25,135.27374159808042,138.28740123356212,132.51134440284537,135.52500403832707,4806634
2013-04-26,135.32379718244135,137.88379152672456,130.37841909825767,132.93841344254088,4316850
2013-04-29,132.8358867060845,133.1386540251012,130.78197568201134,131.08474300102804,948021
2013-04-30,131.35747306961906,134.47079273451837,129.4087871814378,132.5221068463371,4175380
2013-05-01,132.48579707479766,134.15145621722675,131.98196368047394,133.64762282290303,4759491
2013-05-02,133.63850945334704,135.19893582525367,131.10412014373534,132.66454651564197,1850577
2013-05-03,132.48963184740256,133.6426369724862,131.54967657710034,132.70268170218398,1663448
2013-05-06,132.6569966175343,134.28226071416353,131.828893827988,133.45415792461722,4074258
2013-05-07,133.2787554928736,134.5749721570754,132.95044742295275,134.24666408715456,2250304
2013-05-08,134.16477691727488,135.73668759666805,134.13449777957547,135.70640845896864,1873117
2013-05-09,135.78141320671284,139.52215335450387,132.42483621161975,136.16557635941078,3606919
2013-05-10,136.05228881505244,136.19593348356426,135.90788088917816,136.05152555768998,721711
2013-05-13,135.9677761399076,137.62272473426555,134.01532750864104,135.67027610299897,1795685
2013-05-14,135.85168975846716,138.69111744400865,134.6018033663186,137.4412310518601,4436531
2013-05-15,137.50577400000245,138.09565158393397,133.2288578970682,133.81873548099972,1812449
2013-05-16,133.88769221691715,134.6650709008696,132.85897065764192,133.63634934159438,2596227
2013-05-17,133.76915306770655,134.0181182755692,133.48042757504572,133.72939278290838,705603
2013-05-20,133.65558670324782,135.19221263358534,129.96432904010743,131.50095497044495,3503591
2013-05-21,131.44951367211615,133.6708431563075,129.84547340738763,132.066802891579,3732670
2013-05-22,131.79483347103994,134.37353106801632,128.49929441723202,131.0779920142084,3972456
2013-05-23,131.17403391245062,133.64909983257746,130.00627900395833,132.48134492408516,2438709
2013-05-24,132.45380123695728,132.75203512809335,132.02328861859493,132.321522509731,1091691
2013-05-27,132.32085180262155,134.02433138731328,131.72486330705362,133.42834289174536,4212346
2013-05-28,133.28280237452634,136.26330316849126,132.45434741108681,135.43484820505174,2093237
2013-05-29,135.51869562573498,136.9787757985563,134.6393679382374,136.09944811105873,4967855
2013-05-30,136.18461837976494,137.2779745603013,133.62376763324312,134.71712381377947,2208171
2013-05-31,134.74148568313228,134.98026172775388,132.09209396677593,132.33087001139754,4628494
2013-06-03,132.12049394365206,135.3567914617411,131.94894257397246,135.1852400920615,1862174
2013-06-04,135.07125764062903,137.00375512416366,133.1128298910309,135.04532737456555,2683287
2013-06-05,135.04058465049488,135.30411254575986,133.7107333233122,133.9742612185772,3209379
2013-06-06,133.86202770610538,135.96292550790716,132.14575306635544,134.24665086815722,3884754
2013-06-07,134.298398729967,134.29963871226764,133.97759641362492,133.97883639592555,1245803
2013-06-10,134.1135454853804,136.14988650734384,133.36016527335613,135.39650629531957,1940630
2013-06-11,135.29416097879633,138.4704266680722,132.31601850644992,135.4922841957258,3293064
2013-06-12,135.4676621973825,136.39637057450764,134.62659370411924,135.55530208124438,4437184
2013-06-13,135.46235987889506,136.07152511117744,133.82905089352232,134.4382161258047,1332833
2013-06-14,134.57680503028936,137.29083410046988,132.52442557683244,135.23845464701296,990362
2013-06-17,135.35970307880638,135.6362807097471,133.33449683298485,133.61107446392558,3946383
2013-06-18,133.96669437067456,136.90241345055418,131.7876857611513,134.7234048410309,2798865
2013-06-19,134.7243637003317,141.47355154800812,130.50177200046107,137.25095984813748,3606009
2013-06-20,137.12276514629124,139.47684645539974,132.44897098281962,134.8030522919281,2761285
2013-06-21,134.85827062686656,134.8650622875296,130.90452089785998,130.91131255852304,3573551
2013-06-24,130.88088983508044,133.06827283135874,129.73617326808264,131.92355626436094,4737978
2013-06-25,131.94878417619447,136.5117228641911,131.49725784966802,136.06019653766467,566505
2013-06-26,136.2294608822037,136.98404586853104,133.72149122983757,134.4760762161649,4230926
2013-06-27,134.43780813400548,135.51769208112518,131.43274611623943,132.51263006335913,969459
2013-06-28,132.60847552981036,134.76698549390213,131.33402912717432,133.49253909126608,4229713
2013-07-01,133.21006924384056,134.3612411438645,131.04102890330716,132.1922008033311,832267
2013-07-02,132.33221943801476,134.76313000534347,129.0004344862755,131.43134505360422,4409771
2013-07-03,131.4491880972067,132.12690224337487,130.24500446212522,130.9227186082934,3848885
2013-07-04,130.89162266384807,133.27571558377903,129.41664750828247,131.80074042821343,3898509
2013-07-05,131.73510983208752,132.87969409361654,130.05603697488212,131.20062123641114,983701
2013-07-08,131.38683908226392,132.3997904604384,130.665398508553,131.6783498867275,2661752
2013-07-09,131.61208731201936,133.21015683400373,129.8410541412282,131.43912366321257,1806451
2013-07-10,131.6062905135398,131.6984035115729,130.06050588348037,130.1526188815135,1239260
2013-07-11,130.08719793259246,131.02228125901516,128.75788023057476,129.69296355699746,4839743
2013-07-12,129.69959667723631,130.89352719303773,127.06678626300054,128.26071677880196,1604385
2013-07-15,128.30702153814948,128.37041046827213,128.24584263788162,128.30923156800426,3303641
2013-07-16,128.56983948880907,130.0221968318969,125.17604444760988,126.62840179069772,2268189
2013-07-17,126.66089175404939,129.19376555508623,122.48317192294748,125.01604572398433,2047823
2013-07-18,125.04663733576513,128.91558325805585,123.39021401622529,127.259159938516,3036921
2013-07-19,127.2517588329513,129.1418747996133,125.32601084699968,127.21612681366167,1993150
2013-07-22,127.17898456334215,127.60382803651588,126.74716934598142,127.17201281915514,4828100
2013-07-23,127.09617950899674,128.4765356433939,126.61308720918156,127.99344334357873,2632304
2013-07-24,128.2262664906432,128.5347275686683,127.07841887042511,127.38687994845019,628874
2013-07-25,127.57554340535032,129.5466210156175,125.10504916316813,127.07612677343529,2316052
2013-07-26,126.99025078279507,127.91178529304645,126.84288749398284,127.76442200423422,4588491
2013-07-29,127.78652656922966,131.48510145400172,124.53803922877245,128.2366141135445,1248451
2013-07-30,128.0873263796166,128.37337154826483,126.21689426114187,126.5029394297901,2186608
2013-07-31,126.6236648435927,128.46470271206266,125.97162949183935,127.8126673603093,659319
2013-08-01,127.90221779496026,130.20503145371362,124.64555227505487,126.9483659338082,2753649
2013-08-02,126.964437452921,127.37002761977516,124.98172761062555,125.38731777747971,1459235
2013-08-05,125.28790369083785,126.34199429410222,123.02284084015065,124.07693144341502,3693855
2013-08-06,124.17377264120535,125.1823921596104,122.52523497575328,123.53385449415835,2832055
2013-08-07,123.61191297348753,127.25187840112949,122.36771325455116,126.00767868219312,694668
2013-08-08,125.98698661356332,125.98773420149797,124.2791693474257,124.27991693536035,1473724
2013-08-09,124.3734363978684,124.87943962905061,124.05023503170864,124.55623826289084,1694561
2013-08-12,124.39072048271281,126.72334604573363,119.10532465925472,121.43795022227555,1038980
2013-08-13,121.36708564072508,123.31252748046758,119.52666114740737,121.47210298714987,3872280
2013-08-14,121.35837155752499,123.67643663707567,120.50925023384437,122.82731531339505,2639269
2013-08-15,122.8431292173268,124.87029684822905,120.48856709990133,122.51573473080357,1484534
2013-08-16,122.72187059274547,123.1412784222848,121.2110251498665,121.63043297940582,2771436
2013-08-19,121.63809043337402,123.6249374086362,120.01855743542592,122.0054044106881,889209
2013-08-20,122.14587444337883,124.84223238714249,120.37534831422822,123.07170625799188,2055456
2013-08-21,123.06954783274334,125.34831643063848,121.81420280745823,124.09297140535337,1279893
2013-08-22,124.04424735112278,127.94780711437026,123.19981632680575,127.10337609005323,2554256
2013-08-23,127.23381425411868,128.90975369185662,125.78510065226968,127.46104009000761,562974
2013-08-26,127.53182265159181,129.80872161431344,124.31921689169128,126.59611585441293,1863240
2013-08-27,126.7773117309432,128.82283358783536,124.39728402416836,126.44280588106051,4516994
2013-08-28,126.56746977289173,127.3698949074009,125.56833108942426,126.37075622393344,4377583
2013-08-29,126.26951097419096,126.72838588761431,126.11485006543502,126.57372497885837,2949043
2013-08-30,126.25263521357522,126.9636977450631,125.85502600915294,126.56608854064082,3151592
2013-09-02,126.5847800777485,127.37222524379158,126.08119250036412,126.8686376664072,3657373
2013-09-03,126.72063938253179,126.99027133267212,124.11790641076486,124.3875383609052,1570160
2013-09-04,124.2134198992645,126.61593276060442,123.26725153088667,125.6697643922266,722756
2013-09-05,125.48480514451242,126.2923988385181,124.03587193527767,124.84346562928334,1947637
2013-09-06,124.76450315697966,125.79270722074283,122.10697556070058,123.13517962446375,4077448
2013-09-09,123.11159301368248,124.33043941147807,122.8995335443227,124.11837994211828,3174553
2013-09-10,124.1200396802262,126.87123749320114,123.3826590658979,126.13385687887283,2500601
2013-09-11,126.39272920964966,127.63723816873657,125.67588072538587,126.92038968447278,4548045
2013-09-12,126.76747237553067,128.56303569764808,125.40867223951663,127.20423556163405,1495525
2013-09-13,127.20381528845112,128.62003220372472,124.41070224080528,125.82691915607889,2920198
2013-09-16,125.67125311500403,131.40786578920904,124.54079904922796,130.27741172343298,4073097
2013-09-17,130.14862275621653,134.12460053604795,127.7243656784337,131.70034345826514,1451000
2013-09-18,131.70997078067066,133.69184981274307,127.96915011073949,129.9510291428119,1888900
2013-09-19,130.00622075238527,130.39833496304223,128.3874355083319,128.77954971898885,3048481
2013-09-20,128.6147735362434,129.3448132290826,128.22267399122495,128.95271368406415,648040
2013-09-23,129.10096897928332,129.35984820651592,126.34827302394427,126.60715225117688,4313910
2013-09-24,126.49008799095368,126.97629390643723,126.41546830668888,126.90167422217243,1136409
2013-09-25,127.02395775761562,127.66380136591152,125.60253630416582,126.24237991246173,4962915
2013-09-26,126.23643776049602,128.57936994110912,125.809310925179,128.1522431057921,1191909
2013-09-27,128.26899061129836,132.89048108107792,125.05785269552571,129.67934316530528,4795084
2013-09-30,129.75344311631167,132.80974555702866,122.50943015068323,125.56573259140022,2025042
2013-10-01,125.53033246891847,126.26928370168497,124.92732830267568,125.66627953544217,510713
2013-10-02,125.72691457219351,127.34263197887296,121.6719283045526,123.28764571123205,1726374
2013-10-03,123.12264105693527,126.33296093723474,121.76744795322804,124.97776783352752,2932517
2013-10-04,124.81577837198587,125.73021164558517,124.35327765421403,125.26771092781333,704713
2013-10-07,125.22358603188154,126.29317427346929,125.06304524265944,126.1326334842472,3546169
2013-10-08,126.30621791182413,127.18023067205391,123.6940808804417,124.56809364067148,1072577
2013-10-09,124.47548534943343,127.72881231688372,124.11634563048031,127.3696725979306,2584901
2013-10-10,127.29385590537322,131.23260303453205,126.59535955585544,130.53410668501425,4903365
2013-10-11,130.75185723728055,132.21501736608766,127.45235831153094,128.91551844033805,3696342
2013-10-14,128.92150203124183,129.91944107396242,128.53446517719604,129.53240421991663,4893069
2013-10-15,129.53288869985687,131.35163932782038,126.70984920110155,128.52859982906506,1703160
2013-10-16,128.39401663783374,130.37574097363964,126.54908116034005,128.53080549614594,4606921
2013-10-17,128.53896344460054,129.58826161365585,125.58215996841419,126.63145813746951,1574922
2013-10-18,126.70694407834482,134.18493100305034,122.06162390679681,129.53961083150233,4034027
2013-10-21,129.53271342019016,130.05250801839722,127.56039581778035,128.0801904159874,2479947
2013-10-22,128.17843532756763,129.80968655001655,126.0329705348577,127.66422175730662,1281988
2013-10-23,127.70652377313193,129.44059357662314,126.73926156095777,128.473331364449,1708429
2013-10-24,128.6085801228509,130.21190602654838,125.91379238007053,127.51711828376801,3614761
2013-10-25,127.62283939844227,127.85747479812518,126.95496217373375,127.18959757341666,1437249
2013-10-28,127.17293964512015,128.60252992906115,124.9405458862438,126.37013617018478,1831942
2013-10-29,126.48032452670012,127.44371599152329,125.24237728875556,126.20576875357874,3023637
2013-10-30,126.43387318599508,128.1744840905922,122.74213866642422,124.48274957102133,980241
2013-10-31,124.5208622466424,126.60641170174345,121.78180757983277,123.86735703493383,3516093
2013-11-01,123.71645105334134,125.23926580750636,122.07446998326398,123.59728473742899,766333
2013-11-04,123.62117190487037,124.756958346246,122.00445307967749,123.14023952105312,717677
2013-11-05,123.1159544758054,123.6798009152632,122.69716411395024,123.26101055340804,1407032
2013-11-06,123.58064231140945,125.13475218449437,121.31097930035303,122.86508917343795,3566604
2013-11-07,122.95797460121014,124.98666636491934,121.98915172072496,124.01784348443417,3691190
2013-11-08,123.88064482308921,127.78492814787256,119.67057382483885,123.5748571496222,3134350
2013-11-11,123.55154918111053,127.36134094314541,119.59961125470315,123.40940301673803,1113762
2013-11-12,123.58966055539426,125.28552334193049,120.7697075525051,122.46557033904132,590829
2013-11-13,122.32307082343992,123.6165486630242,120.43728620368535,121.73076404326963,3856832
2013-11-14,121.67055094613094,122.7945476572407,118.80955341440499,119.93355012551474,3443469
2013-11-15,119.9332528704427,121.25067271189329,119.40130597090938,120.71872581235996,4877764
2013-11-18,120.7002603936831,120.89058106248225,118.92034723028763,119.11066789908679,2494103
2013-11-19,119.03936631932977,119.89317215904082,117.23096535709661,118.08477119680765,2694928
2013-11-20,118.09948670796172,120.99928781347327,115.73070860883317,118.63050971434473,4065944
2013-11-21,118.46224830883389,120.90991442381542,116.79308675903367,119.2407528740152,3391106
2013-11-22,119.17073690592476,119.71698757087636,118.15896086619945,118.70521153115105,2326861
2013-11-25,118.63303387920085,119.26833522722757,115.26287505454161,115.89817640256832,4418476
2013-11-26,115.86206710571969,118.92756302254735,113.45394983925121,116.51944575607887,2022452
2013-11-27,116.48327600008614,118.23163510770321,115.16965288363787,116.91801199125494,1688663
2013-11-28,116.91621247897152,118.41780037934328,113.48601967689298,114.98760757726474,1078411
2013-11-29,114.94601271240845,116.18380110164678,114.85249893416842,116.09028732340676,4540584
2013-12-02,116.04007761863271,117.38453691392911,113.80777503717654,115.15223433247294,956895
2013-12-03,115.19198823521134,116.4318338685215,112.4007470425993,113.64059267590946,3304515
2013-12-04,113.74095503320275,114.8238542823956,112.72245166074893,113.80535090994178,3779391
2013-12-05,113.91283771566864,114.95242108167014,112.55637134427795,113.59595471027944,2543471
2013-12-06,113.46302356954786,114.15437570168761,113.21531272396498,113.90666485610474,1668700
2013-12-09,113.93270216069699,114.65264620291194,111.04639204330525,111.7663360855202,2831055
2013-12-10,111.8476812570858,114.88302369352505,111.2224426685519,114.25778510499116,4806667
2013-12-11,114.22508707300346,116.96965600645404,110.72393103008454,113.46849996353512,1148165
2013-12-12,113.51926268692762,115.49730584334202,109.44669326877815,111.42473642519255,4724577
2013-12-13,111.39799210387571,113.59314481948103,110.09379726747063,112.28894998307595,3587715
2013-12-16,112.32895308684277,114.12709791499698,110.04728307268579,111.84542790084,4179336
2013-12-17,111.67278247634718,112.37006675261598,111.61869154908342,112.31597582535223,4431462
2013-12-18,112.36539548334116,113.85118139467829,110.40696268715898,111.89274859849611,3659461
2013-12-19,111.83639911392856,112.76023571016596,110.92227539091346,111.84611198715085,3231305
2013-12-20,111.76143418085577,112.3186368815556,111.65291902755271,112.21012172825255,3276762
2013-12-23,112.1740442613456,114.32715317096775,109.08948707604061,111.24259598566276,2294390
2013-12-24,111.34979191536831,115.44070411917,108.09509148985308,112.18600369365475,1295780
2013-12-25,112.28924756977236,114.76798785419383,109.10992060539299,111.58866088981446,2335743
2013-12-26,111.61381855294817,112.03064379368568,110.0464587454397,110.4632839861772,1182070
2013-12-27,110.55615152468343,111.17219306988075,109.98257531076675,110.59861685596407,930969
2013-12-30,110.55099604621672,111.8716929248198,109.90351363098735,111.22421050959042,3486380
2013-12-31,111.08311341400277,112.36630862752443,109.66896578630862,110.95216099983028,3917307
2014-01-01,110.74250206164524,112.48756186596816,108.0975903949641,109.84265019928702,4103109
2014-01-02,109.83651154283757,112.24691546996517,108.28544225126345,110.69584617839105,1811816
2014-01-03,110.6768610030884,111.21804287147536,107.87337519853502,108.41455706692197,2652086
2014-01-06,108.41572756730193,108.42240250214715,107.10714434013184,107.11381927497706,577995
2014-01-07,107.11831382191893,108.32604702731778,105.9890537041312,107.19678690953005,3951993
2014-01-08,107.32460900175275,108.0187591239633,104.79768550998227,105.49183563219283,4546593
2014-01-09,105.39202818432933,106.24533643643751,104.70563426206559,105.55894251417376,4958187
2014-01-10,105.47448277742618,106.15609982266751,104.8395044161661,105.52112146140743,1311832
2014-01-13,105.72056519059878,108.64209862374688,103.77578367841402,106.69731711156211,1078016
2014-01-14,106.77650261757717,106.8247356114531,105.51588581739125,105.56411881126718,2448492
2014-01-15,105.52943877788348,106.74919938515663,103.5858861036238,104.80564671089695,1037254
2014-01-16,104.58920121825966,106.37215955432465,103.47413142888523,105.25708976495022,944359
2014-01-17,105.16465335226339,105.85419017901562,101.53942979976577,102.228966626518,2795572
2014-01-20,102.18926615190034,106.95109616826294,101.37356345749555,106.13539347385814,4769460
2014-01-21,106.1233968391008,108.12096298232343,103.28330764681431,105.28087379003694,1697159
2014-01-22,105.2977349040027,105.30899187576941,104.38290421839642,104.39416119016313,3948963
2014-01-23,104.3672767931693,107.32187453460438,102.55556490911896,105.51016265055404,4686751
2014-01-24,105.62789441819012,107.12643009448426,103.99284972528912,105.49138540158326,3994677
2014-01-27,105.36293018395236,105.38780890605503,103.26879693632088,103.29367565842355,2176720
2014-01-28,103.26107469034564,104.44558778702887,102.92041138041229,104.10492447709552,2762984
2014-01-29,104.03084752052457,106.23190369217063,103.0095183759819,105.21057454762796,2506526
2014-01-30,105.2885077413937,105.4510838705249,104.5128579148855,104.6754340440167,3706677
2014-01-31,104.69043378046311,106.15018190913197,102.89386459985519,104.35361272852406,663187
2014-02-03,104.43237158914944,106.78454235542351,102.6432848474295,104.99545561370357,2208560
2014-02-04,104.99998414315289,106.10781674349984,102.77999188999381,103.88782449034076,1008824
2014-02-05,104.2740420696781,104.87077872300827,103.87038213237682,104.46711878570699,4297934
2014-02-06,104.53883274251031,106.32137272809204,102.96613938146483,104.74867936704656,2615373
2014-02-07,104.66626205322737,105.03395869356933,103.56720525665425,103.93490189699621,1225812
2014-02-10,103.93077752822471,104.31662767815732,101.85788645745382,102.24373660738642,4159193
2014-02-11,102.19923079432094,103.35799333319461,100.83914180287653,101.9979043417502,2043083
2014-02-12,102.07175746184983,102.50973061708756,100.52432891166558,100.9623020669033,4452058
2014-02-13,101.05695810663349,102.81529914607879,100.45519576086569,102.21353680031099,1037621
2014-02-14,102.24939996398062,103.44427561969374,101.2262654529059,102.42114110861903,4054389
2014-02-17,102.39959209858802,103.75658077313622,102.06092171834285,103.41791039289106,2368991
2014-02-18,103.34581861969298,104.00594200096664,102.95607005700738,103.61619343828104,2923648
2014-02-19,103.77951734677363,104.62461398137978,103.12969049822087,103.97478713282702,4382293
2014-02-20,104.08819301761432,104.77297943953334,102.34853566617934,103.03332208809837,1015332
2014-02-21,102.72894138508211,106.09605282881837,100.52666745384376,103.89377889758002,3742278
2014-02-24,103.89831758378266,109.01721610069131,101.05575360546263,106.17465212237128,4494601
2014-02-25,106.08312257440966,107.09813397972471,104.79754035597414,105.81255176128919,4859062
2014-02-26,105.77048807740381,106.79559795885055,104.06896021352817,105.09407009497491,4287605
2014-02-27,105.26983623727973,106.75455271747398,103.4419628677399,104.92667934793415,4867410
2014-02-28,104.80570243846904,104.95325413904162,104.2061859107275,104.35373761130008,1201980
2014-03-03,104.24318780486048,104.70231938022353,103.05091737773719,103.51004895310024,4758426
2014-03-04,103.76227159898403,105.81166817820974,101.66355717057968,103.7129537498054,705536
2014-03-05,103.66200688564517,105.01752975196906,102.02700923963184,103.38253210595573,3556841
2014-03-06,103.35669905857658,106.46288112656278,102.10846231572177,105.21464438370796,3993089
2014-03-07,105.33365697198705,106.4020543336058,104.17807081673504,105.2464681783538,1239909
2014-03-10,105.19170223441296,106.39543241120548,104.48432284211133,105.68805301890384,4382134
2014-03-11,105.69089517551329,111.10272444529815,101.52263053970992,106.93445980949478,2017483
2014-03-12,106.9599197271138,107.50518789313156,106.03592282397751,106.58119098999528,1832733
2014-03-13,106.73064537281162,109.74255744922748,105.45529516571219,108.46720724212804,4451625
2014-03-14,108.29136724735477,108.53992123911638,107.43055156277696,107.67910555453857,554051
2014-03-17,107.58886034979935,108.57393942339033,105.68659248908192,106.6716715626729,3535438
2014-03-18,106.65761015650622,108.2878615921506,104.60547110622905,106.23572254187343,4088652
2014-03-19,106.33218392908029,107.38991760172368,105.06367611180394,106.12140978444734,1432951
2014-03-20,106.05305848706334,108.53421780195453,101.90196267274624,104.38312198763741,2990668
2014-03-21,104.43128069106449,104.69707308956957,104.10468565397663,104.37047805248172,1967917
2014-03-24,104.31681202404903,105.33544325070633,101.31486176522733,102.33349299188464,1300543
2014-03-25,102.29307237307188,105.01379855093586,101.36789675992462,104.0886229377886,3231040
2014-03-26,104.22123916242523,104.86137488182885,103.37856696621283,104.01870268561645,1127151
2014-03-27,103.99416612104098,104.05371346630595,103.19189733381504,103.25144467908001,1955972
2014-03-28,103.55723427113828,104.04008737831984,101.67990061684931,102.16275372403086,1450405
2014-03-31,102.19945821051856,102.42574483600424,101.49677113675722,101.7230577622429,1007944
2014-04-01,101.83758264946147,104.71871036223327,98.60042619440479,101.48155390717659,3915293
2014-04-02,101.55685729468503,103.33549629154628,98.46893992343352,100.24757892029477,1970293
